"Agency","Subagency","accountID","Title","Obligation"
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission",1596,"EEOC Education, Technical Assistance and Training Revolving Fund, Equal Employment Opportunity Commission",978116
"US Agencies - Non-CFO Act","Export-Import Bank of the United States",2562,"Inspector General of the Export-Import Bank, Export-Import Bank of the United States",6354166.42
"US Agencies - Non-CFO Act","Export-Import Bank of the United States",2561,"Export-Import Bank Loans Program Account",99214443.74
"US Agencies - Non-CFO Act","Farm Credit System Insurance Corporation",3057,"Farm Credit Insurance Fund, Capital Corporation Investment Fund, Farm Credit Administration",2573933.14
"US Agencies - Non-CFO Act","Federal Communications Commission",1476,"Salaries and Expenses, Federal Communications Commission",216643387.96
"US Agencies - Non-CFO Act","Federal Communications Commission",1479,"Universal Service Fund, Federal Communications Commission",11468663313.63
"US Agencies - Non-CFO Act","Federal Communications Commission",1477,"Spectrum Auction Program Account, Federal Communications Commission",0
"US Agencies - Non-CFO Act","Federal Deposit Insurance Corporation, Deposit Insurance",1660,"Deposit Insurance Fund, Federal Deposit Insurance Corporation",1055655089.23
"US Agencies - Non-CFO Act","Federal Drug Control Programs",219,"High Intensity Drug Trafficking Areas Program, Funds Appropriated to the President",124363990.64
"US Agencies - Non-CFO Act","Federal Drug Control Programs",234,"Other Federal Drug Control Programs, Executive Office of the President",9045341.8
"US Agencies - Non-CFO Act","Federal Drug Control Programs",235,"Counterdrug Technology Assessment Center, Office of National Drug Control Policy, Executive Office of the President",0
"US Agencies - Non-CFO Act","Federal Election Commission",3061,"Salaries and Expenses, Federal Election Commission",36876167.45
"US Agencies - Non-CFO Act","Federal Labor Relations Authority",1667,"Salaries and Expenses, Federal Labor Relations Authority",12168223.42
"US Agencies - Non-CFO Act","Federal Maritime Commission",1745,"Salaries and Expenses, Federal Maritime Commission",12634286.32
"US Agencies - Non-CFO Act","Federal Mediation and Conciliation Service",2863,"Salaries and Expenses, Federal Mediation and Conciliation Service",22782146.01
"US Agencies - Non-CFO Act","Federal Mine Safety and Health Review Commission",3068,"Salaries and Expenses, Federal Mine Safety and Health Review Commission",8366303.63
"US Agencies - Non-CFO Act","Federal Trade Commission",1503,"Salaries and Expenses, Federal Trade Commission",138550594.48
"US Agencies - Non-CFO Act","Gulf Coast Ecosystem Restoration Council",3135,"Gulf Coast Ecosystem Restoration Council",35759996.64
"US Agencies - Non-CFO Act","Institute of American Indian and Alaska Native Culture and Arts Development",3074,"Payment to the Institute, Institute of American Indian and Alaska Native Culture and Arts Development",6666045
"US Agencies - Non-CFO Act","International Trade Commission",1528,"Salaries and Expenses, International Trade Commission",42131036.54
"US Agencies - Non-CFO Act","Legal Services Corporation",1203,"Payment to the Legal Services Corporation, Legal Services Corporation",169452367
"US Agencies - Non-CFO Act","Marine Mammal Commission",3079,"Salaries and Expenses, Marine Mammal Commission",1573023.4
"US Agencies - Non-CFO Act","Merit Systems Protection Board",3080,"Salaries and Expenses, Merit Systems Protection Board",24982869.61
"US Agencies - Non-CFO Act","National Archives and Records Administration",2686,"Operating Expenses, National Archives and Records Administration",189574752.48
"US Agencies - Non-CFO Act","National Archives and Records Administration",2690,"Office of Inspector General, National Archives and Records Administration",1902399.1
"US Agencies - Non-CFO Act","National Archives and Records Administration",2689,"Electronic Records Archive, National Archives and Records Administration",0
"US Agencies - Non-CFO Act","National Archives and Records Administration",2688,"Repairs and Restoration, National Archives and Records Administration",1662305.69
"US Agencies - Non-CFO Act","National Archives and Records Administration",2687,"National Historical Publications and Records Commission, National Archives and Records Administration",1743639
"US Agencies - Non-CFO Act","National Archives and Records Administration",2691,"Records Center Revolving Fund, National Archives and Records Administration",93921673.28
"US Agencies - Non-CFO Act","National Archives and Records Administration",2692,"National Archives Gift Fund, National Archives and Records Administration",1238544.99
"US Agencies - Non-CFO Act","National Archives and Records Administration",2693,"National Archives Trust Fund, National Archives and Records Administration",9600109.94
"US Agencies - Non-CFO Act","National Credit Union Administration",1470,"Community Development Revolving Loan Fund, National Credit Union",1132500
"US Agencies - Non-CFO Act","National Endowment for the Arts",3091,"Arts and Artifacts Indemnity Fund, National Endowment for the Arts",0
